stars,comment
5.0 out of 5 stars,"







  
  
    My son is 3 years old and he likes this product. Its perfect! Small one but good in quality. Its a cute collection. Books are very well designed and colourfull. Delivery was on time.  I highly recommend this. Must buy
  
"
4.0 out of 5 stars,"







  
  
    The contents are perfect and relevant to age but content is foreign and not found in Indian households.
  
"
5.0 out of 5 stars,"







  
  
    My little one loves it, the pictures are colourful and attractive.Quality of books are excellent.For tiny hands it’s looks perfect and they can easily turn the pages.
  
"
5.0 out of 5 stars,"







  
  
    Great quality, clean imagesKid enjoying flipping pages and learning easily through images.Highly recommended for kid after 8 months.
  
"
4.0 out of 5 stars,"







  
  
    Value for money.Baby out the board book in his mouth and the pages became puffy. Hasn't happened with other board books we ownBut ok for the price I guess
  
"
4.0 out of 5 stars,"







  
  
    Good for identification and practice.. But little disappointed because pages was very sticky to each other..
  
"
5.0 out of 5 stars,"







  
  
    These books are must buy for kids.my baby loves these books from the age of 6 months till now . pictures are very clear and big enough .these books really helps kids to learn about different animals birds numbers etc. it's all in one pack.go for it
  
"
4.0 out of 5 stars,"







  
  
    The books are of good quality,colorful and my 1 and half yr old loves it. It is amazing for gifting purpose as well. However, items included could be more Indianized as many of the animals and others are not even seen in India. So 4 stars for that.
  
"
3.0 out of 5 stars,"







  
  
    It's of good quality but the size is too small for a toddler to gain his attention.
  
"
3.0 out of 5 stars,"







  
  
    Good set of books. Price is Ok. May find on cheaper Rates in the book stores.
  
"
5.0 out of 5 stars,"







  
  
    Very good under 3 years kids.Size and the quality are amazing for kids and it is definitely first kids library 👌.10 variety of books have valuable information.
  
"
5.0 out of 5 stars,"







  
  
    they are sturdy and great for little hands.the quality is great. good at the price i bought it forjust 399 for 10..
  
"
5.0 out of 5 stars,"







  
  
    Very Good study material for kids...was very useful for my daughter...its worth buying....for kids...will help them to know more about fruits...vegetables...colours...transport...Alphabets...Numbers...etc...can learn these things very fast...
  
"
5.0 out of 5 stars,"







  
  
    It's a great book for kids, however the size is bit small quality is good.
  
"
4.0 out of 5 stars,"







  
  
    Good one. Need to change only that to mention nd show the famous nd common birds, animals, fruits and vegetables pics.... So that baby can easily recognise, remember nd pronounce the words.
  
"
5.0 out of 5 stars,"







  
  
    Very good board books. My 1 year old daughter loves flipping through the pages. Must have for every toddler.
  
"
5.0 out of 5 stars,"







  
  
    It’s very helpful for my 2 year old son. He readily identifies the pictures shown in the books. The quality is very good and is very much recommendable for toddlers. My son uses it very roughly still the books are in tact. At this price it is very good buy.
  
"
5.0 out of 5 stars,"







  
  
    Very very useful books. I got it for my 15 year old baby . She liked it from beginning . Within 5-6 months she can identify all pictures and likes turning around pages . It keeps her engaged for quiet a lot of time. Good buy
  
"
3.0 out of 5 stars,"







  
  
    Too small books... not worthy for kids...Although stuff used is very good and have good educational knowledge.
  
"
3.0 out of 5 stars,"







  
  
    I expected the books to be bigger in size.. they turned out to be pocket size so returned them
  
"
5.0 out of 5 stars,"







  
  
    My daughter likes them a lot. The books are colourful and compact. I was so satisfied with them that I reordered them for my neice and she loves them too.
  
"
5.0 out of 5 stars,"







  
  
    Gifted it to 2 yr old girl. She is just loving it. 😍
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Overall goodYou can buySize is little bit smaller than I expectedIt could be more colourful and attractive
  
"
5.0 out of 5 stars,"







  
  
    Superb, an excellent & quality product, would recommend it.
  
"
5.0 out of 5 stars,"







  
  
    The collection and paper quality is really nice .. my baby loves it. There is no petroleum smell and dont have Idea about the ink quality
  
"
5.0 out of 5 stars,"







  
  
    Best books, quality wise, knowledge wise thumbs up! Keeps my toddler busy.
  
"
4.0 out of 5 stars,"







  
  
    My baby is very naughty and he used to tear every study material. However, this one is so strong that he couldn't tear it. It's durable with good printing and nice look. You can go for it.
  
"
5.0 out of 5 stars,"







  
  
    The size is small but child can easily carry it. And that’s enough. Pages are of nice material. Pictures are colorful.
  
"
4.0 out of 5 stars,"







  
  
    Good Product and worth the cost. The only set back being that it's not water proof and tears off very easily when water is accidentally dropped on it. It would have been great if it had been water proof.
  
"
4.0 out of 5 stars,"







  
  
    Product was goodI gifted it some one and they liked it
  
"
5.0 out of 5 stars,"







  
  
    The quality of the board books are just woww. Clear and colorful pictures attracts toddlers.My lil daughter loved it but as it was a gift for my nephew its gone now.. but m gonna buy it again..
  
"
5.0 out of 5 stars,"







  
  
    Nice pocket books, good quality prints. Could have been better if designed with Indian perspective then US, so that kids can relate better and faster.
  
"
4.0 out of 5 stars,"







  
  
    The books contain a variety of pictures which are very attractive. Only concern is that the books are too small in size.
  
"
3.0 out of 5 stars,"







  
  
    Average Product. Because some picture word is incorrect. Some words are not easy to learn kids....
  
"
2.0 out of 5 stars,"







  
  
    Very small books pocket type, total waste of money. You can chose other type books from local market in appropriate size. I lost my 400 Rs. due to offer advantage.
  
"
4.0 out of 5 stars,"







  
  
    Overall it’s good, print quality is really goodReduced 1 star as in abc book E&F is missing
  
"
5.0 out of 5 stars,"







  
  
    So sturdy and excellent size for baby hands. She loves looking at it all the time and learned so many words . Value for money it is.
  
"
5.0 out of 5 stars,"







  
  
    Very helpful for kids.. material also very good
  
"
5.0 out of 5 stars,"







  
  
    Absolutely useful. My 1 year old baby liked and go through all pages. Paper is thick and book has the size and weight that a baby can hold.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Handy small book for little hands and colourful too, the pages are thick so small children cant tear them hence great product for this price
  
"
4.0 out of 5 stars,"







  
  
    Good one. Little bit overpriced.I got it for Rs. 499.
  
"
5.0 out of 5 stars,"







  
  
    Nice books,nice thick pages.My kid ussually prefers bigger pages. But still the book is attractive, colourful and we'll designed.
  
"
5.0 out of 5 stars,"







  
  
    cute little books..strudy and handy for a kid..my kid love to put them inside the box..
  
"
5.0 out of 5 stars,"







  
  
    Perfect for a toddler to learn about basics 👍 go for it . Quality is good and prints are bright
  
"
5.0 out of 5 stars,"







  
  
    My daughter just loves it. Good for kids. 👍🏻
  
"
5.0 out of 5 stars,"







  
  
    Extremely good book for kids who started to learn at first. It’s really handy too.My son and daughter loves to see and study .Good choice for toddlers .
  
"
5.0 out of 5 stars,"







  
  
    Correct size books for toddlers. Each page has bright colored images and good for rough handling. Images are repetitive but good for first time learning
  
"
5.0 out of 5 stars,"







  
  
    Very interesting and useful book. My daughter is using these book since she was 7-8 months to till date when she has grown 20 months. With pictures and names of various things and species it is recommended fir all.
  
"
5.0 out of 5 stars,"







  
  
    Thank you amazon for delivering one day before. Amazon keeps our heart happy. It was gift to my sister's son on his birthday. Books are very good. Happy on buying from amazon
  
"
1.0 out of 5 stars,"







  
  
    Returned the product as it is damaged. Amazon didn't post my original review. So I'm editing it as per Amazon requirements
  
"
5.0 out of 5 stars,"







  
  
    This size of the book is made especially for 2-3 yrs kids for easy handling. This helps them to spend more time looking at the images and try learning. Colours are choosen carefully for easy remembrance. Products with similarities placed perfectly so that kids dont get confused
  
"
4.0 out of 5 stars,"







  
  
    Books are ok with good quality images... but they are small... kids loose interest on it... better to go for bigger books, as these will not serve the main purpose of teaching
  
"
5.0 out of 5 stars,"







  
  
    My son simply loves this. The quality of the books is very good. Size is small, but it serves the purpose
  
"
5.0 out of 5 stars,"







  
  
    Arrived very quickly, I had ordered a number of things and this arrived first, I believe within about 3-4 days. I had ordered for my nieces birthday for delivery to punjab. My relatives said it arrived undamaged and was of good quality
  
"
5.0 out of 5 stars,"







  
  
    Quality of the product is good…its hard paper and its safe for kids
  
"
4.0 out of 5 stars,"







  
  
    - The leaves are thick- One image per page is good- Good variety of images- Size is very small. It's size of palm.
  
"
5.0 out of 5 stars,"







  
  
    This was such a nice that I used this for almost 1.5 years and my kid love these books. He learnt a lot from these and now my other kid is using these. As these are board books so didn't get torn easily.
  
"
4.0 out of 5 stars,"







  
  
    The pages seem to be not waterproof/ bite proof, but otherwise it's a beautiful book with good pictures
  
"
5.0 out of 5 stars,"







  
  
    I am writing this after 6months. Just amazing..I brought it for my 1 year baby. Now she can identify the pictures very quickly because it's colors are very attractive,easy to handle.. Go for it.. Worth for money 👍👍👍
  
"
1.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Don't buy easily torn apart
  
"
5.0 out of 5 stars,"







  
  
    Easy to use. 9months old holding and turning easily. Highly recommended.
  
"
5.0 out of 5 stars,"







  
  
    Good quality.. Pocket size . Value for money impressive demonstration
  
"
5.0 out of 5 stars,"







  
  
    The book is small size which makes easy to hold it by toddler n hard enough which r not easily tearable by babies. Book has colourful pictures which creates interest in kids. Totally awesome product with affordable price. Loved it.
  
"
5.0 out of 5 stars,"







  
  
    Excellent set of small books with rounded edges, and thick pages and very clear print !! Strongly recommended !!!
  
"
5.0 out of 5 stars,"







  
  
    A good set of books for your kid. The page quality is good for rough handling. Kid loved it.
  
"
5.0 out of 5 stars,"







  
  
    29 month kid loving it. If picture quality improved would be good. Kid recognizes items from book but when sees the object live for first time cant recognize. Ordered next of 20 books. Kid too happy.
  
"
5.0 out of 5 stars,"







  
  
    My little girl is so obsessed with these books, she is having great time learning. In less than a month of period she has started to recognize the words, colors, numbers. I am so glad that I brought this.
  
"
4.0 out of 5 stars,"







  
  
    We introduce  living animals etc... & non living  things to our children , grand children .This books including colourful pictures with great quality its v.useful for small children below three years
  
"
5.0 out of 5 stars,"







  
  
    Its a really good product for kids. My kid is 7 months old and whenever I show him one of these books he really enjoys. Though I dont know much he understands, but he loves to go over the content of these books.
  
"
2.0 out of 5 stars,"







  
  
    Good product but Not worthy.. you can buy bigger board book set in local shop for this price
  
"
3.0 out of 5 stars,"







  
  
    Size picturised in image seems big but these are tiny books we which seem to be expensive according to size and quality.
  
"
5.0 out of 5 stars,"







  
  
    Beautiful gift set. Got it for my nephew. He seems to like it. Great source of learning for kids. Keep it up guys!
  
"
5.0 out of 5 stars,"







  
  
    These books are perfect for small kids.For beginners. Good quality and price value is also good. Perfect for gifting too.
  
"
5.0 out of 5 stars,"







  
  
    Good product For kids but price is high.. purchased for my daughter
  
"
3.0 out of 5 stars,"







  
  
    Very small size, not suitable for baby
  
"
3.0 out of 5 stars,"







  
  
    Quality is ok , dimensions is very small
  
"
5.0 out of 5 stars,"







  
  
    Very nice product  ,brought it for 2yr old kid he shows more interest in seeing the books getting engaged in the activity.Quality of the book us very good to handle for 2 year old.
  
"
5.0 out of 5 stars,"







  
  
    My 2.5 year old daughter loves it. She has learnt almost every thing from that book. Very good product at such a good price. Must buy.
  
"
5.0 out of 5 stars,"







  
  
    Ideal for kids under 3 years, big enough pictures with all basic initial education.
  
"
5.0 out of 5 stars,"







  
  
    Good paper quality...but some words are difficult for kids to learn other wise is a good buy .
  
"
5.0 out of 5 stars,"







  
  
    Loved it; very good product and high quality. Go ahead, no need to think twice. Your kid(s) will love it.
  
"
5.0 out of 5 stars,"







  
  
    I bought these for my 2+ years old son. The pictures are real life ones, the white background gives them good clarity. Size looks small, but fits perfectly in my son's little palms. Good quality, thick pages too.
  
"
3.0 out of 5 stars,"







  
  
    Just one thing to mention try to name simple things in first library, e.g B for Ball is more relevant than B for bear. Babies are just learning the new words so what they see can learn n spell easily. Rest book are awesome Quality even the holder is good.
  
"
5.0 out of 5 stars,"







  
  
    good product my 1 yo kid loves them all...he reads all books day and night..keep asking me about every picture he sees...he is so curious about all of them..wonderful product...go for the buy
  
"
5.0 out of 5 stars,"







  
  
    This book i bought for my baby girl who is 7mnths old.. and she is attracted to the book and color... Soon she will start learn
  
"
4.0 out of 5 stars,"







  
  
    Books are simple and educative for kids. My 1.8yrs yrs old niece is already identifying the animals, fruits, vegetables etc around her by just remembering the images she has seen in the books.One star less for the late delivery and missing book on shapes.
  
"
4.0 out of 5 stars,"







  
  
    Quality is super ...first n for most it is MADE IN INDIA .👌👌👌..pakka local(prakash books published)....Happy for Boycott ing chaniess toys
  
"
3.0 out of 5 stars,"







  
  
    It's okay.I felt the contents in the books should have been more relevant for an infant.
  
"
3.0 out of 5 stars,"







  
  
    As this is us book the animal are us based so not useful to indian kids
  
"
5.0 out of 5 stars,"







  
  
    It's awesome. My daughter loves it a lot. At the age of 15 months, she is able to identify everything...
  
"
2.0 out of 5 stars,"







  
  
    Not satisfied as size is too small
  
"
5.0 out of 5 stars,"







  
  
    Pictures are very clear and quality is good.
  
"
5.0 out of 5 stars,"







  
  
    Price for money, good quality books covering all general categories for kids
  
"
5.0 out of 5 stars,"







  
  
    Excellent material! Right size books for my 1 year old - she loves it!!
  
"
5.0 out of 5 stars,"







  
  
    Got this for my nephews 2nd birthday
  
"
5.0 out of 5 stars,"







  
  
    The quality is super good. They are attractive as well as durable. My baby loves these books, you can blindly buy them for this amazing deal!
  
"
2.0 out of 5 stars,"







  
  
    Most of the names belongs to US and we dont use or hear in india
  
"
5.0 out of 5 stars,"







  
  
    My little one always play with this books. And Learns from books .they are very useful. Children will Learn quickly. Because. Of pictures. They are attractive.
  
"
4.0 out of 5 stars,"







  
  
    Must buy if you want to teach small baby material is too good not easy to fract is.
  
"
5.0 out of 5 stars,"







  
  
    Export quality product which is made in India. Feels so proud to see such good quality products that are made in my country.
  
"
4.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    
"
4.0 out of 5 stars,"







  
  
    It's good set of books for kids. Pictures are very clear, hardcover makes it more usable. Price can be less comparing size of the books. Overall happy with the buy, my kid likes it
  
"
5.0 out of 5 stars,"







  
  
    My kid love to see the pictures in book. He's 1.5years old now.
  
"
2.0 out of 5 stars,"







  
  
    The book size is very small. Its difficult to hold for a toddler.The image should be legible and clear so that it will attract toddler. This book will fail so.
  
"
3.0 out of 5 stars,"







  
  
    Expected the book of bigger size. They are too small fitting right in palm
  
"
5.0 out of 5 stars,"







  
  
    Nice book with high quality. Good for 7 months above kid. My boy loves looking at the images.
  
"
5.0 out of 5 stars,"







  
  
    Good for toddlers who loves to explore
  
"
5.0 out of 5 stars,"







  
  
    Wow..loved the tiny little book collection.My baby love's to see the images in it eventhough she is just 5 month's old.
  
"
5.0 out of 5 stars,"







  
  
    Nice quality board books, it's been months since I bought them and they are still good. Picture quality is also nice
  
"
5.0 out of 5 stars,"







  
  
    My baby love these books...beautiful pictures and very handy... though there is a book for birds in which transport vehicles are shown... looks like a mismatch...
  
"
5.0 out of 5 stars,"







  
  
    Fantastic quality. Worth for the price but I feel like price is little high.It’ll be a good gifting for kids. Quality is what matters.
  
"
4.0 out of 5 stars,"







  
  
    Quality is absolutely fine. But the content may not be so Indian. You can't relate or teach many pictures. Mostly for the western.
  
"
4.0 out of 5 stars,"







  
  
    Our kid is enjoying these and is able to learn well. Value for money. Good quality.
  
"
4.0 out of 5 stars,"







  
  
    Good for children and material is good
  
"
5.0 out of 5 stars,"







  
  
    I bought it for my little niece and she just loved it . Though I expected the size of books little big but overall that's ok.just go for it without having a second thought.
  
"
4.0 out of 5 stars,"







  
  
    It’s good. But make sure you don’t allow a water drop. The book is little delicate for water. Over all good. Kids enjoy for sure.
  
"
5.0 out of 5 stars,"







  
  
    Good had cover books for your little one
  
"
5.0 out of 5 stars,"







  
  
    Best first set of learning books for toddlers. Small size/pocket size.. perfect for their tiny hands. Good choice of material inside and very clear and colourful
  
"
5.0 out of 5 stars,"







  
  
    Strong. Robust. Colorful. Easy to grip for kids.
  
"
3.0 out of 5 stars,"







  
  
    Good product but very small size
  
"
4.0 out of 5 stars,"







  
  
    All the 10 books are very use full for kids.Size of page is little bit small, then also it is ok.Page quality is fine.
  
"
5.0 out of 5 stars,"







  
  
    Very useful... I have bought this before 6 months for my little one.... N now he is able to recognize amlost al animals, transport vegetables 👍
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     It's very compact in size and u got 10 books so there are so many things to learn for baby and good thing is the images are real
  
"
3.0 out of 5 stars,"







  
  
    Could have been printed with coloured background. Actually white background is less attractive for kids.
  
"
3.0 out of 5 stars,"







  
  
    For a kids book the edges needs to be much more softer
  
"
3.0 out of 5 stars,"







  
  
    Small books good enough to catch attention.
  
"
5.0 out of 5 stars,"







  
  
    This books is really so nice. My kid is so happy. Can recommend others. Quality also good.
  
"
1.0 out of 5 stars,"







  
  
    Books are not laminated. Bad quality. Don’t go for it.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     I love these books i order 2 sets one for my baby n other for my relative's kid but whn i order 3rd time the delivry boy didn't deliver my order i returned to saller
  
"
4.0 out of 5 stars,"







  
  
    Quality is good. Contents or words and pics are less friendly to kids as most of them belogs to western countries.
  
"
5.0 out of 5 stars,"







  
  
    The quality of the books is worth a penny!! The pictures are clear and make the kids to look into them.For a toddler as a pre school activity, buying this collection is worth and affordable!!
  
"
1.0 out of 5 stars,"







  
  
    Honestly I'm not happy that you guys a giving a diary sized books for 2 yr old kid..your images or product detail doesn't mention that books are so small in size
  
"
4.0 out of 5 stars,"







  
  
    Paper quality is ok ok, still baby can tear them or cut them by teeth
  
"
5.0 out of 5 stars,"







  
  
    Brought it for a 1 & half year old. Start them young ;) Books are of palm size making it easy for the kids to hold it. Happy with the purchase
  
"
5.0 out of 5 stars,"







  
  
    The number book has a problem.The pages are mistaken n duplicated.After 1 and 2, instead of 3 and 4, the pages are 7 and 8The sequence of pages is as below:1 27 8 - which is wrong (3,4 is missing from the book)5 67 89 10So on
  
"
5.0 out of 5 stars,"







  
  
    Amazing product and my kid loved it. She carry it everywhere and try to read
  
"
5.0 out of 5 stars,"







  
  
    Love this books. Its very small in size though. Like it will fit in your palm. For adults. But as for kids its amazing. My cousin loves it and it is actually a very good combo to buy for children.
  
"
5.0 out of 5 stars,"







  
  
    This is awesome bit expensive but great quality. My  2 year son totally loved it.
  
"
5.0 out of 5 stars,"







  
  
    My 15 month old loves carrying these books around with her..I even keep one in my diaper bag to keep her engaged when we are at restaurants. She loves looking at the pictures and points out things...would make a great 1st birthday gift as well
  
"
4.0 out of 5 stars,"







  
  
    Few images in the book are not relatable by child.Like O for oatmeal.I believe images should be from day to day life and attractive n easily relatable by child
  
"
5.0 out of 5 stars,"







  
  
    My kid liked the books so much. She enjoy playing with them so much.
  
"
5.0 out of 5 stars,"







  
  
    Have received these 10 books sometime back. Though small but very convenient for kids to handle as these are sturdy. Pics are nice. Worth the money.
  
"
5.0 out of 5 stars,"







  
  
    Five stars.. My baby likes it👍🏻
  
"
3.0 out of 5 stars,"







  
  
    The size of books is very small. Description of only one item is captured on every page which makes hectic for a kid to continuously turn the pages.
  
"
2.0 out of 5 stars,"







  
  
    Very small sizeRepeated photos in many books
  
"
5.0 out of 5 stars,"







  
  
    Must buy for children above age 3
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
            
        
    
    








  
  
     The pages are hard and corners curved. Safe for kids and pictures are good too.
  
"
5.0 out of 5 stars,"







  
  
    really nice and safe for kids
  
"
5.0 out of 5 stars,"







  
  
    Child also learned to count the number of books!
  
"
5.0 out of 5 stars,"







  
  
    My kid is taking interest to read this book's
  
"
5.0 out of 5 stars,"







  
  
    Quality is Good and my kid is enjoying.  They can even play with it :)
  
"
5.0 out of 5 stars,"







  
  
    Books are of good quality. My child loves them. Easy to understand. The best thing is that it cannot be torn easily. Overall a nice packet.
  
"
5.0 out of 5 stars,"







  
  
    I search and see many book for my child but these books are really feasible.. my child taking interest due to bright images.. easy to carry
  
"
5.0 out of 5 stars,"







  
  
    My kid had a wide smile seeing all the pictures. Must have in every home where u can engage ur kid for atleast an hour.worth the buy. Books are so handy for the kids and  safe since the pages are think and edges are rounded.
  
"
3.0 out of 5 stars,"







  
  
    Ordered set of 10 books and was happy to see that the books quality is good. With the only negative point being ""Numbers"" book contained birds. It would be great if this mismatch is taken care. The package contains 2 birds books, one named "" Numbers"" and other being ""birds""
  
"
5.0 out of 5 stars,"







  
  
    Absolutely amazing! My baby loved the books, she was very excited to look at different varieties of books. Its absolutely handy and easily manageable.Total worth it!!!
  
"
5.0 out of 5 stars,"







  
  
    My 2.5 year old kid loved the images. He can recognise A-Z and Numbers very easily.
  
"
4.0 out of 5 stars,"







  
  
    Little small in size... But great for children
  
"
4.0 out of 5 stars,"







  
  
    Not bad, neither too great
  
"
5.0 out of 5 stars,"







  
  
    Awsome product my second kid is one and half year she loves the books and very useful for sight words
  
"
4.0 out of 5 stars,"


















    
        

        
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     The books are good. Hard cover box. Books are of good quality. I bought it for my one year old son.
  
"
5.0 out of 5 stars,"







  
  
    Very gud books.. Gud picture clarity nd colouring.. Size is small from adult view but for kids size is perfect.. They can easily hold the books.. My baby just luv the books.. I thought bought it for 350 from amazon
  
"
5.0 out of 5 stars,"







  
  
    my daughter and the whole family loved it, finally her own library in the bookshelf😁😁
  
"
5.0 out of 5 stars,"







  
  
    Good one for your toddler.Specially the cardboard box is of superb quality and looks really elegant. Your tiny superstar will dedinitely love this one.
  
"
5.0 out of 5 stars,"







  
  
    My 1 yr old loves these books, she even has some personal favourites which we read to her daily
  
"
5.0 out of 5 stars,"







  
  
    Thee set of books are nice, with attractive colour and gives a good leàrning  for kindergarten children, also books are very hard bounded so not easily bends or tears in childerns  hands...
  
"
5.0 out of 5 stars,"







  
  
    Product  quality  is really  good.  I am impressed.  My baby  like it. I suggest other to go for your baby.
  
"
5.0 out of 5 stars,"







  
  
    Excellent choice for a pre school learning child
  
"
1.0 out of 5 stars,"







  
  
    The pictures are overupdated as the child could not identify.for returning iam trying for past ten days but the item is not available for cash transaction instead of replacement . very disappointed Amazon
  
"
5.0 out of 5 stars,"







  
  
    Its worth.I bought it for my 2 year old daughter. She loved it.They are good solid pages and will not tear easily.thanks to amazon.
  
"
4.0 out of 5 stars,"







  
  
    Very helpful to teach kids and infact you will find some new things too.
  
"
5.0 out of 5 stars,"







  
  
    Awesome quality and worth buy for 3-4year old kid.
  
"
5.0 out of 5 stars,"







  
  
    Great collection.....nice colours....hard and strong. Children cannot tear it. So wonderful.
  
"
5.0 out of 5 stars,"







  
  
    I bought these books for my 11 month old baby and she liked it very much.
  
"
4.0 out of 5 stars,"







  
  
    Good print and quality, small size.
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     It's very nice product and suggest 100% to purchase this product. Thank you Amazon.
  
"
5.0 out of 5 stars,"







  
  
    Nice, beautiful, a must buy...👍👍My boy can't torn it 😂😂
  
"
2.0 out of 5 stars,"







  
  
    Received the My First Library boxset of 10 books delivery. To our surprise, when we checked the Book of ""fruits"", it had all ""vegetables"" inside.  Please see the photo attached. So basically, received the vegetables book twice.Such a big goof up !!
  
"
5.0 out of 5 stars,"


















    
        

        
        
            
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     My baby is so happy and reading continue eagerly. Bright picture then other book. Tiny and smart book and easy to handle to baby.
  
"
5.0 out of 5 stars,"







  
  
    Quality perfect.Pictures are bright in colors. It is small in size but it dont feel like books r small.
  
"
5.0 out of 5 stars,"







  
  
    It awesome mini library for kids
  
"
5.0 out of 5 stars,"







  
  
    Such an amazing collection of books for really small children. My nephew who is 1 year old loves the books and reads them at every meal. It is a great way to distract children yet educate them without getting them addicted to screens of TV/ Mobile
  
"
5.0 out of 5 stars,"







  
  
    Super quality as expected its helps children very much to learn alphabets numbers colours am very much satisfied with this product
  
"
5.0 out of 5 stars,"







  
  
    Tiny books are great for kidos, chotu chotu baby also loveto see the images inside. I bought it for my 3 year but my 1 years kidos also love yo to see them
  
"
5.0 out of 5 stars,"







  
  
    Nice product for toddlers
  
"
4.0 out of 5 stars,"







  
  
    Very clear pictures .
  
"
5.0 out of 5 stars,"







  
  
    The pages quality are very impressive as they are quite thick and doesn't get easily  tampered by even rough handlers and information given is nice for a child . And my niece loves it
  
"
5.0 out of 5 stars,"







  
  
    Nice product for baby. Worth buying. My baby enjoying a lot by reading and viewing images. Quality of the books are awesome.
  
"
5.0 out of 5 stars,"







  
  
    Grt collection for the new learners.Good images.And Nyc material used.Which a kid doesn't damage
  
"
4.0 out of 5 stars,"







  
  
    Very much helpful for kids who will know about basic things by seeing the images in a book like this, thank you Amazon for such an amazing product..
  
"
5.0 out of 5 stars,"







  
  
    Cute and serves the purpose for kids. Made of good quality board not flimsy.
  
"
5.0 out of 5 stars,"







  
  
    Good quality,My son liked a lot.More informative for childrens.In one page one picture very rare two pictures in a book.. Easy to hold...You can buy it..
  
"
5.0 out of 5 stars,"







  
  
    Must buy for toddlers. They just love the little books. Very attractive east to learn
  
"
5.0 out of 5 stars,"







  
  
    Nice books my baby use to see and able to identify what exactly the pictures is.
  
"
5.0 out of 5 stars,"







  
  
    Most loved by my child
  
"
5.0 out of 5 stars,"







  
  
    The books are overall good...thick pages and clear pictures...i find it a bit overexpensive...if purchased from a shop no one would have given 400+ money for it 👍😊
  
"
5.0 out of 5 stars,"







  
  
    Good set of books. My little one holding these books comfortably and showing interest to learn about fruits,animals etc.
  
"
5.0 out of 5 stars,"







  
  
    Just want to say ""Wow"".. Amazing books. Good Quality. It will be a great asset for your kids..Book Size doesnt matter, content is important..
  
"
5.0 out of 5 stars,"







  
  
    Good quality with easy to understand details like pictures and colors.
  
"
4.0 out of 5 stars,"







  
  
    Books are very good quality and pictures are very clear. My kid loved it. I gave one less rating because on the abc book last letters (xyz) are missing and previous letters are repeated.
  
"
3.0 out of 5 stars,"







  
  
    Kids will tear it easily
  
"
5.0 out of 5 stars,"







  
  
    I have purchased it for my 7 month baby. She is very attracted to these booksGood qualityEasy to handle
  
"
4.0 out of 5 stars,"







  
  
    Good quality and good choice of topic. Hope size could be a slight more and items could have been much into Indian space.
  
"
5.0 out of 5 stars,"







  
  
    Love love love it. My son is obsessed with it
  
"
5.0 out of 5 stars,"







  
  
    Books quality is really good. Small in size so kids can handle easily
  
"
5.0 out of 5 stars,"







  
  
    My child loved it. Sturdy enough for rough handling. Good pictures, proper size for her little hands
  
"
5.0 out of 5 stars,"







  
  
    I wanted this product for my son....and this is wonderful...it will b his first books and first dictionary as well....thanks a lot.....I will preserve it for him.....life long
  
"
3.0 out of 5 stars,"







  
  
    Binding of the book is flimsy , as babies put every thing is the mouth can't leave them with the book alone ... My baby tore it apart within a week..
  
"
4.0 out of 5 stars,"







  
  
    Good collection of books..very handy
  
"
5.0 out of 5 stars,"







  
  
    Quality is good and sized right for less than 1 year child. I would recommend this as one of the first step if you wish your child to develop habit of holding books in hand.
  
"
4.0 out of 5 stars,"







  
  
    I’m not satisfied with the size.. overall it’s good
  
"
5.0 out of 5 stars,"







  
  
    The quality of product is awesome the only thing this books are very small these are mini books
  
"
4.0 out of 5 stars,"







  
  
    The books are good...the only book not in the list is that of body parts, which is very much needed
  
"
5.0 out of 5 stars,"







  
  
    Fantastic and useful for tiny tots and upto 3 years old children!
  
"
5.0 out of 5 stars,"







  
  
    Lovely little board books with beautiful pictures. Kids would love these. Value for money.
  
"
5.0 out of 5 stars,"







  
  
    Nice books and nice design
  
"
5.0 out of 5 stars,"







  
  
    It's an amazing set of books. I ordered these for my 13 months baby. She loves to flip pages and enjoy pictures. One page has only one big picture and that's the best part. Easy to carry. Loved the product.
  
"
